Date,State,District,Pincode,Demo_age_5_17,Demo_age_17+
01-03-2025,Gujarat,Anand,388540,18,566
01-03-2025,Maharashtra,Mumbai City,400017,136,1169
01-03-2025,Gujarat,Tapi,394651,54,159
01-03-2025,Bihar,Khagaria,851216,119,1077
01-03-2025,Telangana,K.v. Rangareddy,500070,119,842
01-03-2025,West Bengal,Darjeeling,734012,18,245
01-03-2025,Andhra Pradesh,Anantapur,515271,12,255
01-03-2025,Uttar Pradesh,Farrukhabad,209745,32,537
01-03-2025,Punjab,Amritsar,143116,20,307
01-03-2025,Kerala,Idukki,685612,18,158
01-03-2025,Telangana,Hyderabad,500011,98,667
01-03-2025,Gujarat,Botad,364750,56,105
01-03-2025,Andhra Pradesh,N. T. R,521215,16,111
01-03-2025,Maharashtra,Nashik,422013,23,280
01-03-2025,Andhra Pradesh,Kurnool,518563,10,117
01-03-2025,Karnataka,Bagalkot,587206,167,395
01-03-2025,Bihar,Siwan,841406,120,1255
01-03-2025,Odisha,Boudh,762016,43,368
01-03-2025,Maharashtra,Amravati,444710,14,163
01-03-2025,Odisha,Puri,752017,80,570
01-03-2025,Madhya Pradesh,Dewas,455116,65,706
01-03-2025,Telangana,Mahabubnagar,509201,42,234
01-03-2025,Maharashtra,Mumbai Suburban,400050,28,404
01-03-2025,Odisha,Khorda,752050,49,525
01-03-2025,Gujarat,Bharuch,392210,75,241
01-03-2025,Telangana,K.v. Rangareddy,500037,83,148
01-03-2025,Maharashtra,Nashik,423205,12,634
01-03-2025,Uttar Pradesh,Rae Bareli,229316,36,329
01-03-2025,Bihar,Bhagalpur,813225,26,241
01-03-2025,Andhra Pradesh,West Godavari,534112,12,233
01-03-2025,Assam,Karimganj,788701,27,289
01-03-2025,Tamil Nadu,Salem,636452,11,155
01-03-2025,Maharashtra,Ahmadnagar,414604,33,625
01-03-2025,Haryana,Jind,126125,20,260
01-03-2025,Rajasthan,Kota,325214,20,528
01-03-2025,West Bengal,Hooghly,712401,44,1021
01-03-2025,Karnataka,Chikkaballapur,561213,46,272
01-03-2025,Karnataka,Belagavi,591126,144,151
01-03-2025,Gujarat,Gir Somnath,362268,141,340
01-03-2025,Uttar Pradesh,Auraiya,206249,44,485
01-03-2025,West Bengal,Purba Medinipur,721433,13,220
01-03-2025,Karnataka,Bengaluru,560033,28,217
01-03-2025,Kerala,Ernakulam,683101,17,157
01-03-2025,Tamil Nadu,Ramanathapuram,623523,29,336
01-03-2025,Bihar,Patna,800018,26,139
01-03-2025,West Bengal,Kolkata,700067,15,397
01-03-2025,Uttar Pradesh,Bulandshahr,203408,18,90
01-03-2025,Karnataka,Bangalore,560099,25,132
01-03-2025,Jammu and Kashmir,Rajouri,185233,36,318
01-03-2025,Kerala,Kannur,670308,10,83
01-03-2025,Andhra Pradesh,East Godavari,533223,18,296
01-03-2025,Jharkhand,Hazaribagh,825319,72,1117
01-03-2025,Odisha,Sambalpur,768224,33,208
01-03-2025,Bihar,Madhepura,852131,14,171
01-03-2025,Madhya Pradesh,Narsinghpur,487225,27,174
01-03-2025,Maharashtra,Ahmadnagar,423602,10,164
01-03-2025,Uttar Pradesh,Sonbhadra,231215,13,241
01-03-2025,Rajasthan,Sikar,332317,16,167
01-03-2025,Andhra Pradesh,Bapatla,522261,10,91
01-03-2025,Manipur,Tamenglong,795159,47,127
01-03-2025,Uttar Pradesh,Ayodhya,224203,14,117
01-03-2025,Andhra Pradesh,Srikakulam,532214,66,361
01-03-2025,Tamil Nadu,Kancheepuram,631604,17,235
01-03-2025,Haryana,Jhajjar,124106,29,253
01-03-2025,West Bengal,North 24 Parganas,743249,40,388
01-03-2025,Maharashtra,Thane,421506,10,76
01-03-2025,Himachal Pradesh,Mandi,175031,19,90
01-03-2025,Andhra Pradesh,Rangareddi,501503,10,76
01-03-2025,West Bengal,Murshidabad,742171,13,218
01-03-2025,Odisha,JAJPUR,754082,19,58
01-03-2025,Telangana,Siddipet,502267,20,29
01-03-2025,Andhra Pradesh,Krishna,521001,56,1016
01-03-2025,Chhattisgarh,Surajpur,497231,35,771
01-03-2025,Maharashtra,Nagpur,440030,46,497
01-03-2025,West Bengal,South 24 Parganas,743349,135,1724
01-03-2025,Uttar Pradesh,Bara Banki,225203,28,348
01-03-2025,Bihar,Muzaffarpur,843129,50,792
01-03-2025,West Bengal,Bankura,722207,84,1048
01-03-2025,Uttar Pradesh,Hathras,204101,306,3803
01-03-2025,Uttar Pradesh,Mau,275101,283,3206
01-03-2025,Maharashtra,Nagpur,441302,29,463
01-03-2025,Uttarakhand,Chamoli,246435,14,378
01-03-2025,Chhattisgarh,Kanker,494337,76,212
01-03-2025,Madhya Pradesh,Singrauli,486886,536,2792
01-03-2025,Haryana,Mahendragarh,123029,56,680
01-03-2025,Gujarat,Ahmedabad,382350,441,2799
01-03-2025,West Bengal,Puruliya,723131,77,979
01-03-2025,West Bengal,Jalpaiguri,735121,24,625
01-03-2025,Odisha,Sundergarh,769012,30,252
01-03-2025,Delhi,South Delhi,110062,500,8202
01-03-2025,Andhra Pradesh,Kurnool,518112,23,207
01-03-2025,Karnataka,Belagavi,591130,59,74
01-03-2025,Kerala,Thiruvananthapuram,695013,24,326
01-03-2025,Uttar Pradesh,Hardoi,241402,91,1458
01-03-2025,Jharkhand,Palamu,822122,167,2444
01-03-2025,Tamil Nadu,Namakkal,637020,10,187
01-03-2025,Maharashtra,Thane,400612,447,3557
01-03-2025,West Bengal,North 24 Parganas,743286,35,568
01-03-2025,Tamil Nadu,Chennai,600112,14,219
01-03-2025,Rajasthan,Dungarpur,314034,46,2559
01-03-2025,Punjab,Ludhiana,141116,35,536
01-03-2025,West Bengal,Paschim Medinipur,721129,12,208
01-03-2025,West Bengal,South 24 Parganas,743378,33,567
01-03-2025,Madhya Pradesh,Rewa,486556,40,542
01-03-2025,Tamil Nadu,Dindigul,624001,52,428
01-03-2025,Telangana,Mahabubabad,506381,40,305
01-03-2025,Assam,Kamrup,781381,16,246
01-03-2025,Bihar,Khagaria,848203,275,2250
01-03-2025,Tamil Nadu,Pudukkottai,622304,62,469
01-03-2025,Gujarat,Junagadh,362630,161,212
01-03-2025,Uttar Pradesh,Kanpur Dehat,209115,83,1317
01-03-2025,Madhya Pradesh,Gwalior,475220,150,1396
01-03-2025,Uttar Pradesh,Siddharthnagar,272191,35,418
01-03-2025,Kerala,Thiruvananthapuram,695312,18,64
01-03-2025,Rajasthan,Banswara,327604,45,1977
01-03-2025,Assam,Golaghat,785618,18,277
01-03-2025,Andhra Pradesh,Cuddapah,516213,16,162
01-03-2025,Andhra Pradesh,Chittoor,517419,23,226
01-03-2025,Andhra Pradesh,Prakasam,523305,20,508
01-03-2025,Haryana,Panchkula,134118,55,381
01-03-2025,Maharashtra,Amravati,444706,16,173
01-03-2025,Uttar Pradesh,Firozabad,205147,37,629
01-03-2025,Karnataka,Vijayapura,586117,170,166
01-03-2025,Uttar Pradesh,Gorakhpur,273202,161,1506
01-03-2025,Andhra Pradesh,Krishna,521329,24,151
01-03-2025,Andhra Pradesh,East Godavari,533432,14,198
01-03-2025,Odisha,Bhadrak,756168,39,222
01-03-2025,Bihar,Muzaffarpur,843108,93,661
01-03-2025,Karnataka,Yadgir,585221,98,373
01-03-2025,Gujarat,Panchmahals,389320,42,223
01-03-2025,Karnataka,Hassan,573130,33,234
01-03-2025,Andhra Pradesh,Tirupati,524121,11,149
01-03-2025,Madhya Pradesh,Katni,483770,180,1442
01-03-2025,Kerala,Wayanad,670721,17,178
01-03-2025,Bihar,Muzaffarpur,842003,32,206
01-03-2025,Rajasthan,Ajmer,305202,27,654
01-03-2025,Odisha,Bargarh,768035,11,156
01-03-2025,West Bengal,South 24 Parganas,743372,66,1457
01-03-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,524002,54,545
01-03-2025,Odisha,Sambalpur,768112,65,371
01-03-2025,Uttar Pradesh,Bulandshahr,202391,25,320
01-03-2025,Karnataka,Bengaluru,560067,109,791
01-03-2025,Karnataka,Udupi,576115,19,133
01-03-2025,Uttar Pradesh,Ghazipur,233231,60,545
01-03-2025,Kerala,Alappuzha,688538,18,185
01-03-2025,Jharkhand,Hazaribagh,825413,16,409
01-03-2025,Odisha,Kandhamal,762103,71,526
01-03-2025,Chhattisgarh,Kanker,494336,25,199
01-03-2025,Haryana,Charkhi Dadri,127025,17,112
01-03-2025,Gujarat,Anand,388360,11,156
01-03-2025,Andhra Pradesh,N. T. R,520003,41,289
01-03-2025,Uttar Pradesh,Shahjahanpur,242226,10,102
01-03-2025,Punjab,Mansa,151504,11,163
01-03-2025,Tamil Nadu,Virudhunagar,626137,12,121
01-03-2025,Karnataka,Belgaum,590014,50,202
01-03-2025,Kerala,Kozhikode,673105,22,192
01-03-2025,Madhya Pradesh,Jabalpur,483220,36,643
01-03-2025,Odisha,Mayurbhanj,757046,64,379
01-03-2025,Maharashtra,Yavatmal,445230,17,225
01-03-2025,Karnataka,Mandya,571424,26,189
01-03-2025,Punjab,Rupnagar,140113,11,175
01-03-2025,Telangana,Sangareddy,502306,18,94
01-03-2025,Assam,Cachar,788113,28,233
01-03-2025,Maharashtra,Mumbai City,400033,15,258
01-03-2025,Tamil Nadu,Vellore,632059,11,82
01-03-2025,Gujarat,Surendra Nagar,363430,47,245
01-03-2025,Punjab,Gurdaspur,143517,10,233
01-03-2025,Andhra Pradesh,Visakhapatnam,530028,10,113
01-03-2025,Telangana,Mahabubnagar,509357,33,216
01-03-2025,Karnataka,Raichur,584134,12,122
01-03-2025,Haryana,Panipat,132104,39,312
01-03-2025,Telangana,Mahabubnagar,509349,47,178
01-03-2025,Maharashtra,Ahmadnagar,413725,15,356
01-03-2025,Odisha,Angul,759117,56,386
01-03-2025,Andhra Pradesh,Cuddapah,516127,21,170
01-03-2025,Karnataka,Davangere,577544,14,82
01-03-2025,Tamil Nadu,Tirunelveli,627355,11,127
01-03-2025,Karnataka,Udupi,574117,29,163
01-03-2025,Maharashtra,Aurangabad,431009,23,129
01-03-2025,Tamil Nadu,Salem,637501,13,185
01-03-2025,Andhra Pradesh,Eluru,534447,38,288
01-03-2025,Madhya Pradesh,Ujjain,456770,43,290
01-03-2025,Telangana,K.v. Rangareddy,501158,14,52
01-03-2025,Odisha,Ganjam,761140,18,279
01-03-2025,West Bengal,Howrah,711104,15,266
01-03-2025,Karnataka,Tumkur,572213,13,71
01-03-2025,Uttarakhand,Tehri Garhwal,249132,24,177
01-03-2025,Maharashtra,Jalgaon,424108,12,206
01-03-2025,Andhra Pradesh,Kurnool,518007,10,73
01-03-2025,Tamil Nadu,Chennai,600032,26,276
01-03-2025,Uttar Pradesh,Unnao,209863,19,195
01-03-2025,Maharashtra,Kolhapur,416509,32,286
01-03-2025,Andhra Pradesh,Anantapur,515101,17,277
01-03-2025,Karnataka,Chikkamagaluru,577132,31,147
01-03-2025,Andhra Pradesh,Kakinada,533461,14,67
01-03-2025,Himachal Pradesh,Mandi,175011,29,108
01-03-2025,Gujarat,Surat,394651,22,16
01-03-2025,Madhya Pradesh,Barwani,451442,14,49
01-03-2025,Karnataka,Belagavi,591147,34,24
01-03-2025,Karnataka,Ballari,583220,11,12
01-03-2025,Telangana,Medchal-malkajgiri,500049,12,76
01-03-2025,Chhattisgarh,Dakshin Bastar Dantewada,494551,12,16
01-03-2025,Andhra Pradesh,Rangareddi,500084,10,39
01-03-2025,Karnataka,Chikkamagaluru,577139,14,59
01-03-2025,Maharashtra,Palghar,421312,22,254
01-03-2025,Chhattisgarh,Janjgir-champa,495661,50,1460
01-03-2025,Uttar Pradesh,Bareilly,243001,285,3387
01-03-2025,Bihar,Banka,813212,32,283
01-03-2025,Karnataka,Bengaluru,560064,188,1602
01-03-2025,Uttar Pradesh,Pratapgarh,230403,72,853
01-03-2025,Uttar Pradesh,Pilibhit,262201,281,3834
01-03-2025,Uttar Pradesh,Kanpur Nagar,208021,202,2027
01-03-2025,Jammu and Kashmir,Srinagar,190006,53,446
01-03-2025,Rajasthan,Udaipur,313702,90,949
01-03-2025,Maharashtra,Ahmadnagar,413709,33,881
01-03-2025,Uttar Pradesh,Muzaffarnagar,251003,43,427
01-03-2025,Uttar Pradesh,Jaunpur,222149,34,403
01-03-2025,Tamil Nadu,Ariyalur,621804,38,762
01-03-2025,Bihar,Buxar,802117,48,689
01-03-2025,Andhra Pradesh,Karimnagar,505469,11,138
01-03-2025,Kerala,Ernakulam,683575,12,67
01-03-2025,Telangana,Yadadri.,508252,146,2197
01-03-2025,Gujarat,Banaskantha,385210,103,323
01-03-2025,Maharashtra,Thane,400703,70,842
01-03-2025,Rajasthan,Barmer,344703,53,981
01-03-2025,Madhya Pradesh,Bhopal,462016,51,484
01-03-2025,Tamil Nadu,Tiruvallur,600071,110,616
01-03-2025,Bihar,Rohtas,802226,34,255
01-03-2025,Maharashtra,Nagpur,440026,95,988
01-03-2025,Uttar Pradesh,Varanasi,221106,67,543
01-03-2025,Rajasthan,Ganganagar,335803,17,262
01-03-2025,Uttar Pradesh,Azamgarh,276404,86,1274
01-03-2025,Karnataka,Dakshina Kannada,575001,54,323
01-03-2025,Jammu and Kashmir,Jammu,180006,18,131
01-03-2025,Rajasthan,Dholpur,328022,253,3900
01-03-2025,Rajasthan,Jalor,343042,40,1124
01-03-2025,Uttarakhand,Dehradun,248198,49,455
01-03-2025,Kerala,Kasaragod,671541,19,301
01-03-2025,Uttar Pradesh,Mathura,281203,34,427
01-03-2025,Chhattisgarh,Sakti,495691,21,181
01-03-2025,Rajasthan,Jhalawar,326501,34,493
01-03-2025,Jammu and Kashmir,Kathua,184204,30,398
01-03-2025,Madhya Pradesh,Umaria,484551,30,389
01-03-2025,Odisha,Cuttack,754290,18,123
01-03-2025,Gujarat,Kachchh,370155,184,401
01-03-2025,Odisha,Puri,752030,24,216
01-03-2025,Andhra Pradesh,N. T. R,521180,16,174
01-03-2025,Bihar,Saharsa,852221,131,1187
01-03-2025,Chhattisgarh,Bilaspur,495117,31,905
01-03-2025,Uttar Pradesh,Bara Banki,227302,35,746
01-03-2025,Karnataka,Udupi,576233,34,177
01-03-2025,Rajasthan,Ajmer,305814,79,1475
01-03-2025,Andhra Pradesh,West Godavari,534269,26,233
01-03-2025,Madhya Pradesh,Rewa,486340,39,314
01-03-2025,Telangana,K.v. Rangareddy,501508,83,242
01-03-2025,Madhya Pradesh,Sagar,470004,69,639
01-03-2025,Uttarakhand,Dehradun,248158,12,171
01-03-2025,Bihar,Saharsa,852126,81,591
01-03-2025,Chhattisgarh,Jashpur,496336,76,248
01-03-2025,Uttar Pradesh,Faizabad,224203,19,238
01-03-2025,Uttar Pradesh,Jhansi,284003,148,1434
01-03-2025,Punjab,Ferozepur,152002,78,1348
01-03-2025,Madhya Pradesh,Morena,476444,73,1247
01-03-2025,Bihar,Araria,854102,24,276
01-03-2025,Uttar Pradesh,Bareilly,243006,91,924
01-03-2025,Maharashtra,Nagpur,440013,73,710
01-03-2025,Bihar,Patna,800025,24,170
01-03-2025,Telangana,Bhadradri Kothagudem,507101,96,809
01-03-2025,Maharashtra,Amravati,444903,17,101
01-03-2025,Rajasthan,Sikar,332714,20,225
01-03-2025,Odisha,Ganjam,761115,34,402
01-03-2025,Andhra Pradesh,Ananthapur,515601,15,22
01-03-2025,Bihar,Nawada,805102,19,312
01-03-2025,Odisha,Nayagarh,752025,20,288
01-03-2025,Telangana,Narayanpet,509409,26,112
01-03-2025,West Bengal,North 24 Parganas,743165,21,527
01-03-2025,Karnataka,Shimoga,577201,23,242
01-03-2025,Karnataka,Bangalore,560047,28,258
01-03-2025,Maharashtra,Pune,411023,31,471
01-03-2025,Andhra Pradesh,Chittoor,517641,13,166
01-03-2025,Telangana,Nalgonda,508355,43,265
01-03-2025,Odisha,Khorda,751009,19,66
01-03-2025,Tamil Nadu,Thanjavur,613007,16,165
01-03-2025,Bihar,Vaishali,844119,38,378
01-03-2025,Uttar Pradesh,Sambhal,202411,35,607
01-03-2025,Tamil Nadu,Salem,636141,38,349
01-03-2025,Tamil Nadu,Erode,638011,25,235
01-03-2025,Maharashtra,Ahmadnagar,414005,26,324
01-03-2025,Madhya Pradesh,Khandwa,450991,55,168
01-03-2025,Odisha,Dhenkanal,759018,75,472
01-03-2025,Tamil Nadu,Coimbatore,642120,15,207
01-03-2025,Karnataka,Chamrajanagar,571439,45,213
01-03-2025,Tamil Nadu,Tiruvallur,600054,69,467
01-03-2025,Kerala,Kollam,691333,12,129
01-03-2025,Assam,Karimganj,788734,17,231
01-03-2025,Andhra Pradesh,West Godavari,534217,12,269
01-03-2025,Uttar Pradesh,Etawah,206124,38,661
01-03-2025,Gujarat,Kheda,387120,52,321
01-03-2025,Jammu and Kashmir,Udhampur,182128,19,204
01-03-2025,Tamil Nadu,Tiruvannamalai,604503,16,488
01-03-2025,Punjab,Ferozepur,142044,16,375
01-03-2025,Odisha,Jharsuguda,768204,17,174
01-03-2025,Gujarat,Sabarkantha,383276,21,159
01-03-2025,West Bengal,Barddhaman,713514,31,213
01-03-2025,Madhya Pradesh,East Nimar,450881,30,242
01-03-2025,Chhattisgarh,Raipur,492009,49,369
01-03-2025,Assam,Cachar,788126,55,431
01-03-2025,Karnataka,Bangalore,560054,14,103
01-03-2025,Uttar Pradesh,Ghazipur,233233,21,275
01-03-2025,Haryana,Sonipat,131402,42,340
01-03-2025,Gujarat,Kachchh,370160,63,50
01-03-2025,Odisha,Baleswar,756001,38,325
01-03-2025,Andhra Pradesh,Khammam,507209,14,210
01-03-2025,Andhra Pradesh,Ananthapuramu,515402,22,65
01-03-2025,Karnataka,Vijayanagara,583125,74,240
01-03-2025,Rajasthan,Kota,326517,30,640
01-03-2025,Karnataka,Vijayapura,586124,57,90
01-03-2025,Andhra Pradesh,Vizianagaram,535220,26,169
01-03-2025,Karnataka,Tumkur,572120,38,103
01-03-2025,Uttar Pradesh,Sultanpur,227813,15,234
01-03-2025,Chhattisgarh,Baloda Bazar,493195,10,305
01-03-2025,Tamil Nadu,Dindigul,624620,18,277
01-03-2025,Tamil Nadu,Thoothukkudi,628902,18,194
01-03-2025,West Bengal,Malda,732141,11,159
01-03-2025,West Bengal,Purba Bardhaman,713408,10,147
01-03-2025,Andhra Pradesh,Eluru,534198,13,94
01-03-2025,Telangana,Adilabad,504109,14,28
01-03-2025,Karnataka,Hassan,573118,27,118
01-03-2025,Bihar,Patna,801305,19,238
01-03-2025,Bihar,Patna,803206,11,83
01-03-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533233,19,58
01-03-2025,Karnataka,Chikkamagaluru,577180,10,17
01-03-2025,Telangana,Nalgonda,508205,67,346
01-03-2025,Uttar Pradesh,Allahabad,212503,40,482
01-03-2025,Andhra Pradesh,Nandyal,518501,72,479
01-03-2025,Tamil Nadu,Chennai,600097,37,390
01-03-2025,Rajasthan,Bhilwara,311605,39,1744
01-03-2025,Tamil Nadu,Thoothukkudi,628204,27,288
01-03-2025,Himachal Pradesh,Chamba,176302,31,169
01-03-2025,Uttarakhand,Uttarkashi,249152,26,242
01-03-2025,Rajasthan,Dungarpur,314036,22,2103
01-03-2025,Punjab,Amritsar,143201,13,183
01-03-2025,Rajasthan,Rajsamand,313331,113,2129
01-03-2025,Uttar Pradesh,Mirzapur,231304,166,2185
01-03-2025,Bihar,Vaishali,844504,152,1741
01-03-2025,Punjab,Bathinda,151509,41,747
01-03-2025,Bihar,Muzaffarpur,842004,75,692
01-03-2025,Assam,Nagaon,782440,16,508
01-03-2025,Andhra Pradesh,Vizianagaram,535126,25,253
01-03-2025,Odisha,Nabarangapur,764074,46,1110
01-03-2025,Uttar Pradesh,Mirzapur,231302,122,1804
01-03-2025,Odisha,Sambalpur,768107,69,427
01-03-2025,Madhya Pradesh,Sehore,466446,63,301
01-03-2025,Andhra Pradesh,Krishna,520001,54,663
01-03-2025,Maharashtra,Chandrapur,441205,13,298
01-03-2025,Chhattisgarh,Baloda Bazar,493229,18,1038
01-03-2025,Andhra Pradesh,Guntur,522649,13,363
01-03-2025,West Bengal,Nadia,741163,21,454
01-03-2025,Rajasthan,Jodhpur,342308,65,1000
01-03-2025,Tripura,West Tripura,799203,11,455
01-03-2025,Uttar Pradesh,Bareilly,243501,70,830
01-03-2025,Maharashtra,Sangli,416404,43,1302
01-03-2025,Tamil Nadu,Thanjavur,614601,43,415
01-03-2025,Kerala,Kannur,670702,50,436
01-03-2025,Madhya Pradesh,Narsimhapur,487551,15,216
01-03-2025,Uttarakhand,Champawat,262524,87,591
01-03-2025,Rajasthan,Jaipur,303008,101,984
01-03-2025,Assam,Goalpara,783121,25,174
01-03-2025,Gujarat,Dahod,389380,138,646
01-03-2025,Uttar Pradesh,Moradabad,244413,14,151
01-03-2025,Maharashtra,Mumbai,400086,25,496
01-03-2025,Andhra Pradesh,Annamayya,516115,17,133
01-03-2025,Telangana,Mahabubnagar,509127,119,157
01-03-2025,Madhya Pradesh,Vidisha,464228,199,1201
01-03-2025,Jharkhand,Bokaro,829301,38,1687
01-03-2025,Rajasthan,Sawai Madhopur,322027,32,722
01-03-2025,Tamil Nadu,Namakkal,637209,27,304
01-03-2025,West Bengal,Birbhum,731215,36,364
01-03-2025,Uttar Pradesh,Ballia,277121,50,449
01-03-2025,Madhya Pradesh,Bhind,477333,18,326
01-03-2025,Maharashtra,Pune,410505,59,1191
01-03-2025,Andhra Pradesh,Guntur,522002,63,757
01-03-2025,Madhya Pradesh,Mandla,481666,31,215
01-03-2025,Uttar Pradesh,Azamgarh,276138,81,626
01-03-2025,Madhya Pradesh,Ratlam,457226,134,1192
01-03-2025,Maharashtra,Gondiya,441614,90,870
01-03-2025,Uttarakhand,Chamoli,246429,15,195
01-03-2025,Andhra Pradesh,Rangareddi,501359,24,178
01-03-2025,Karnataka,Chikkaballapur,561207,74,588
01-03-2025,Rajasthan,Jaipur,302022,31,312
01-03-2025,Andhra Pradesh,Cuddapah,516362,15,200
01-03-2025,Tamil Nadu,Tiruvannamalai,606603,28,301
01-03-2025,West Bengal,Purba Bardhaman,713143,69,443
01-03-2025,Assam,Majuli,785104,28,314
01-03-2025,Gujarat,Ahmedabad,380059,43,451
01-03-2025,Andhra Pradesh,Prakasam,523302,16,270
01-03-2025,Chhattisgarh,Bemetara,491338,18,638
01-03-2025,Andhra Pradesh,Kurnool,518395,67,619
01-03-2025,Andhra Pradesh,Guntur,522647,22,832
01-03-2025,Karnataka,Vijayapura,586215,157,149
01-03-2025,West Bengal,Purba Medinipur,721448,22,279
01-03-2025,Andhra Pradesh,N. T. R,520007,17,251
01-03-2025,Tamil Nadu,Cuddalore,607003,42,708
01-03-2025,West Bengal,Malda,732202,75,1046
01-03-2025,Bihar,Samastipur,848236,81,871
01-03-2025,Assam,Udalguri,784113,10,107
01-03-2025,Telangana,Nizamabad,503187,65,266
01-03-2025,Haryana,Yamuna Nagar,135002,21,201
01-03-2025,Andhra Pradesh,Vizianagaram,535204,66,725
01-03-2025,Uttar Pradesh,Lucknow,226012,69,647
01-03-2025,Delhi,South Delhi,110014,29,600
01-03-2025,West Bengal,Paschim Medinipur,721201,47,546
01-03-2025,Andhra Pradesh,Cuddapah,516107,15,328
01-03-2025,Tamil Nadu,Erode,638102,16,264
01-03-2025,Delhi,Shahdara,110095,197,1067
01-03-2025,Telangana,Adilabad,504106,36,108
01-03-2025,Andhra Pradesh,Warangal,506331,12,147
01-03-2025,Assam,Tinsukia,786183,27,350
01-03-2025,Madhya Pradesh,West Nimar,450661,12,27
01-03-2025,Kerala,Kozhikode,673614,30,294
01-03-2025,Assam,Kokrajhar,783336,45,158
01-03-2025,Andhra Pradesh,Srikakulam,532428,20,196
01-03-2025,Maharashtra,Raigad,410210,114,961
01-03-2025,Tamil Nadu,Ramanathapuram,623603,11,516
01-03-2025,Rajasthan,Sirohi,307512,15,457
01-03-2025,Punjab,SAS Nagar (Mohali),160059,10,137
01-03-2025,Karnataka,Belagavi,591309,73,135
01-03-2025,Madhya Pradesh,Chhatarpur,471101,39,425
01-03-2025,Haryana,Sirsa,125076,43,357
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224146,38,389
01-03-2025,Odisha,Ganjam,761027,44,333
01-03-2025,Uttarakhand,Nainital,263158,18,94
01-03-2025,Uttar Pradesh,Ghaziabad,201201,39,463
01-03-2025,Gujarat,Mahisagar,388260,22,136
01-03-2025,Bihar,Samastipur,848208,75,882
01-03-2025,Manipur,Imphal West,795003,35,438
01-03-2025,Himachal Pradesh,Shimla,171009,15,154
01-03-2025,Tamil Nadu,Ramanathapuram,623409,14,219
01-03-2025,Karnataka,Bijapur,586103,47,96
01-03-2025,Tamil Nadu,Thoothukkudi,628704,14,135
01-03-2025,Telangana,Wanaparthy,509235,17,37
01-03-2025,Rajasthan,Jodhpur,342011,15,116
01-03-2025,Karnataka,Udupi,576247,10,100
01-03-2025,Mizoram,Saiha,796911,36,228
01-03-2025,Gujarat,Navsari,396051,45,47
01-03-2025,Punjab,Ludhiana,141122,12,155
01-03-2025,Kerala,Kollam,691601,29,366
01-03-2025,Himachal Pradesh,Chamba,176309,16,92
01-03-2025,Karnataka,Ramanagar,562112,31,275
01-03-2025,West Bengal,Barddhaman,713338,11,170
01-03-2025,Tamil Nadu,Thanjavur,613204,12,356
01-03-2025,Gujarat,Panchmahals,389220,17,190
01-03-2025,West Bengal,Purba Medinipur,721456,23,200
01-03-2025,Kerala,Malappuram,679332,27,249
01-03-2025,Himachal Pradesh,Mandi,175047,17,65
01-03-2025,Karnataka,Kolar,563117,14,72
01-03-2025,Uttar Pradesh,Moradabad,244001,1034,10410
01-03-2025,Uttar Pradesh,Unnao,209821,153,2631
01-03-2025,West Bengal,Jhargram,721517,25,173
01-03-2025,Uttar Pradesh,Maharajganj,273305,111,2474
01-03-2025,Maharashtra,Jalna,431507,10,423
01-03-2025,Uttar Pradesh,Chandauli,232109,123,1013
01-03-2025,Uttar Pradesh,Sambhal,202523,26,564
01-03-2025,Rajasthan,Jalor,343040,126,3650
01-03-2025,Gujarat,Kheda,387330,77,493
01-03-2025,Uttar Pradesh,Gorakhpur,273155,28,372
01-03-2025,Rajasthan,Bhilwara,311001,272,2715
01-03-2025,Uttar Pradesh,Gorakhpur,273213,49,529
01-03-2025,Tamil Nadu,Namakkal,638183,55,607
01-03-2025,Uttar Pradesh,Gonda,271124,56,981
01-03-2025,Maharashtra,Solapur,413002,42,925
01-03-2025,West Bengal,Kolkata,700006,17,809
01-03-2025,Tamil Nadu,Tiruvannamalai,604502,11,221
01-03-2025,Andhra Pradesh,Chittoor,517132,22,375
01-03-2025,Bihar,Nalanda,801304,47,441
01-03-2025,Uttar Pradesh,Rae Bareli,229203,59,563
01-03-2025,Gujarat,Vadodara,390025,70,492
01-03-2025,Madhya Pradesh,Rajgarh,465661,168,992
01-03-2025,Uttar Pradesh,Lucknow,226302,11,149
01-03-2025,Madhya Pradesh,Neemuch,458330,69,424
01-03-2025,West Bengal,Nadia,741137,81,1299
01-03-2025,Gujarat,Rajkot,360006,65,765
01-03-2025,Maharashtra,Sangli,416412,26,649
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,221404,161,1526
01-03-2025,West Bengal,Hooghly,712409,36,854
01-03-2025,Delhi,South Delhi,110065,89,988
01-03-2025,Uttar Pradesh,Bahraich,271904,55,749
01-03-2025,Uttar Pradesh,Deoria,274408,102,1366
01-03-2025,Andhra Pradesh,Srikakulam,532484,24,314
01-03-2025,West Bengal,Jalpaiguri,734006,21,654
01-03-2025,Telangana,K.v. Rangareddy,501501,65,346
01-03-2025,Tamil Nadu,Tiruvannamalai,604410,15,206
01-03-2025,Rajasthan,Udaipur,313801,45,785
01-03-2025,Uttar Pradesh,Bareilly,243122,244,2204
01-03-2025,Rajasthan,Sikar,332028,28,285
